MARKER	LAYER	RATING	REASON	SIZE_B	SOURCE_PATH
ATO_ORDER_STRUCTURE.yaml	ATO	2	has frame+pattern, needs examples	395	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_ORDER_STRUCTURE.yaml
ATO_PARTIAL_TRUTH.yaml	ATO	2	5 examples, has frame	496	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_PARTIAL_TRUTH.yaml
ATO_PLACEHOLDER.yaml	ATO	2	5 examples, has frame	409	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_PLACEHOLDER.yaml
ATO_POWERLESSNESS.yaml	ATO	2	5 examples, has frame	421	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_POWERLESSNESS.yaml
ATO_POWER_ASSERTION.yaml	ATO	2	7 examples, has frame	463	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_POWER_ASSERTION.yaml
ATO_PROBABILISTIC.yaml	ATO	2	5 examples, has frame	492	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_PROBABILISTIC.yaml
ATO_PROJECT_INIT.yaml	ATO	2	5 examples, has frame	354	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_PROJECT_INIT.yaml
ATO_QUESTION.yaml	ATO	2	6 examples, has frame	431	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_QUESTION.yaml
ATO_QUESTIONING.yaml	ATO	2	6 examples, has frame	488	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_QUESTIONING.yaml
ATO_RECURSIVE_SELF_ASSERT.yaml	ATO	2	5 examples, has frame	393	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_RECURSIVE_SELF_ASSERT.yaml
ATO_REGRET_WORD.yaml	ATO	2	5 examples, has frame	465	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_REGRET_WORD.yaml
ATO_REVENUE_NUMBER.yaml	ATO	2	5 examples, has frame	500	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/ATO_REVENUE_NUMBER.yaml
ATO_RITUAL.yaml	ATO	2	5 examples, has frame	463	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_RITUAL.yaml
ATO_ROLE_PRONOUN_SHIFT.yaml	ATO	2	5 examples, missing frame/desc	796	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/ATO_ROLE_PRONOUN_SHIFT.yaml
ATO_SADNESS_WORD.yaml	ATO	2	5 examples, has frame	475	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SADNESS_WORD.yaml
ATO_SD_BEIGE_LEX.yaml	ATO	2	5 examples, has frame	461	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_BEIGE_LEX.yaml
ATO_SD_BLUE_LEX.yaml	ATO	2	5 examples, has frame	422	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_BLUE_LEX.yaml
ATO_SD_GREEN_LEX.yaml	ATO	2	5 examples, has frame	405	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_GREEN_LEX.yaml
ATO_SD_ORANGE_LEX.yaml	ATO	2	5 examples, has frame	423	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_ORANGE_LEX.yaml
ATO_SD_PURPLE_LEX.yaml	ATO	2	5 examples, has frame	458	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_PURPLE_LEX.yaml
ATO_SD_RED_LEX.yaml	ATO	2	5 examples, has frame	413	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_RED_LEX.yaml
ATO_SD_TURQUOISE_LEX.yaml	ATO	2	5 examples, has frame	419	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_TURQUOISE_LEX.yaml
ATO_SD_YELLOW_LEX.yaml	ATO	2	5 examples, has frame	421	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SD_YELLOW_LEX.yaml
ATO_SECRECY.yaml	ATO	2	5 examples, has frame	441	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SECRECY.yaml
ATO_SEDUCTIVE_EMOJI.yaml	ATO	2	5 examples, has frame	420	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SEDUCTIVE_EMOJI.yaml
ATO_SEED_PROMPT.yaml	ATO	2	5 examples, has frame	477	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SEED_PROMPT.yaml
ATO_SET_BOUNDARY.yaml	ATO	2	5 examples, has frame	407	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SET_BOUNDARY.yaml
ATO_SOFTENING.yaml	ATO	2	5 examples, has frame	470	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SOFTENING.yaml
ATO_SPIRAL.yaml	ATO	2	5 examples, has frame	456	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SPIRAL.yaml
ATO_STEGANO_HINT.yaml	ATO	2	5 examples, has frame	363	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_STEGANO_HINT.yaml
ATO_STRUCT_PAUSE.yaml	ATO	2	5 examples, has frame	386	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_STRUCT_PAUSE.yaml
ATO_SUPPORT_MESSAGE.yaml	ATO	2	5 examples, has frame	495	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SUPPORT_MESSAGE.yaml
ATO_SUPPORT_PHRASE.yaml	ATO	2	5 examples, has frame	466	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SUPPORT_PHRASE.yaml
ATO_SURVIVAL_INSTINCT.yaml	ATO	2	has frame+pattern, needs examples	427	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SURVIVAL_INSTINCT.yaml
ATO_SYSTEMS_TALK.yaml	ATO	2	5 examples, has frame	433	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_SYSTEMS_TALK.yaml
ATO_TEMPORAL_ABSOLUTIZER.yaml	ATO	2	5 examples, missing frame/desc	719	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TEMPORAL_ABSOLUTIZER.yaml
ATO_TEMPORAL_POINT.yaml	ATO	2	5 examples, missing frame/desc	722	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TEMPORAL_POINT.yaml
ATO_TRIBAL_BONDS.yaml	ATO	2	7 examples, has frame	483	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_TRIBAL_BONDS.yaml
ATO_TRUST_PHRASE.yaml	ATO	2	5 examples, has frame	491	LD3.4_ALL_Marker_5.1/spiral_persona/ATO/ATO_TRUST_PHRASE.yaml
ATO_VOCAB_METAPHYSICAL.yaml	ATO	2	6 examples, has frame	413	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_VOCAB_METAPHYSICAL.yaml
ATO_VOCAB_MYTHIC.yaml	ATO	2	5 examples, has frame	411	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_VOCAB_MYTHIC.yaml
ATO_VOCAB_RELATIONAL.yaml	ATO	2	5 examples, has frame	441	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_VOCAB_RELATIONAL.yaml
ATO_WHATSAPP 2.yaml	ATO	2	5 examples, has frame	496	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/ATO_WHATSAPP 2.yaml
ATO_WHATSAPP.yaml	ATO	2	5 examples, has frame	496	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/ATO_WHATSAPP.yaml
ATO_CAUSAL_CHAIN.yaml	ATO	4	no id, no examples, no frame	605	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CAUSAL_CHAIN.yaml
ATO_CONTRADICTION_CUE.yaml	ATO	4	no id, no examples, no frame	695	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_CONTRADICTION_CUE.yaml
ATO_MODAL_VERB.yaml	ATO	4	no id, no examples, no frame	582	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_MODAL_VERB.yaml
ATO_REDEFINITION.yaml	ATO	4	no id, no examples, no frame	615	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_REDEFINITION.yaml
ATO_SELF_REF.yaml	ATO	4	no id, no examples, no frame	706	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_SELF_REF.yaml
ATO_TEMPORAL_TOKEN.yaml	ATO	4	no id, no examples, no frame	617	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/ATO_TEMPORAL_TOKEN.yaml
CLU_ACHIEVEMENT_MOTIVE_ACTIVE.yaml	CLU	1	5 pos, composed	975	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_ACHIEVEMENT_MOTIVE_ACTIVE.yaml
CLU_ACTIVE_REPAIR.yaml	CLU	1	20 pos, 20 neg, desc, composed	1988	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_ACTIVE_REPAIR.yaml
CLU_AGREE_TO_DISAGREE.yaml	CLU	1	30 pos, 30 neg, desc, composed	3784	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_AGREE_TO_DISAGREE.yaml
CLU_ATTACHMENT_STYLE_AVOIDANT_MARKER.yaml	CLU	1	6 pos, composed	700	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_ATTACHMENT_STYLE_AVOIDANT_MARKER.yaml
CLU_AUTHORITY_SHIFT.yaml	CLU	1	5 pos, composed	539	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_AUTHORITY_SHIFT.yaml
CLU_AUTONOMOUS_FIELD_STRUCTURING.yaml	CLU	1	15 pos	2615	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_AUTONOMOUS_FIELD_STRUCTURING.yaml
CLU_BINDING_SUPPORT_FIELD 2.yaml	CLU	1	10 pos, composed	1053	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_BINDING_SUPPORT_FIELD 2.yaml
CLU_BINDING_SUPPORT_FIELD.yaml	CLU	1	10 pos, composed	1053	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_BINDING_SUPPORT_FIELD.yaml
CLU_BUSINESS_READINESS.yaml	CLU	1	6 pos, composed	972	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_BUSINESS_READINESS.yaml
CLU_CIRCULAR_REASONING.yaml	CLU	1	5 pos, composed	538	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_CIRCULAR_REASONING.yaml
CLU_CONFLICT_ESCALATION.yaml	CLU	1	5 pos, composed	513	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_CONFLICT_ESCALATION.yaml
CLU_CONSISTENCY_BIAS_PATTERN.yaml	CLU	1	5 pos, composed	708	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_CONSISTENCY_BIAS_PATTERN.yaml
CLU_CONTROL_PATTERN.yaml	CLU	1	10 pos, 10 neg, desc, composed	1253	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/CLU_CONTROL_PATTERN.yaml
CLU_COVERT_RESPONSIBILITY_INVERSION.yaml	CLU	1	5 pos	1263	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_COVERT_RESPONSIBILITY_INVERSION.yaml
CLU_DEAD_KNOCK.yaml	CLU	1	5 pos	1500	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DEAD_KNOCK.yaml
CLU_DEFENSE_ACTIVE.yaml	CLU	1	8 pos, desc, composed	1308	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DEFENSE_ACTIVE.yaml
CLU_DEPRESSIVE_TRIAD.yaml	CLU	1	5 pos, 5 neg, desc	1540	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_THERA/CLU/CLU_DEPRESSIVE_TRIAD.yaml
CLU_DESTRUCTIVE_SELF_PROTECTION_MARKER.yaml	CLU	1	5 pos, composed	680	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DESTRUCTIVE_SELF_PROTECTION_MARKER.yaml
CLU_DIGITAL_MANIPULATION.yaml	CLU	1	10 pos, composed	1032	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DIGITAL_MANIPULATION.yaml
CLU_DISSONANCE_ALERT_AUDIO.yaml	CLU	1	8 pos, desc, composed	1061	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_DISSONANCE_ALERT_AUDIO.yaml
CLU_DISSONANCE_ALERT_TEXT.yaml	CLU	1	8 pos, desc, composed	1211	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DISSONANCE_ALERT_TEXT.yaml
CLU_DRIFT_TO_PRESENCE 2.yaml	CLU	1	10 pos, composed	1239	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DRIFT_TO_PRESENCE 2.yaml
CLU_DRIFT_TO_PRESENCE.yaml	CLU	1	10 pos, composed	1239	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_DRIFT_TO_PRESENCE.yaml
CLU_DYSREGULATION_PATTERN.yaml	CLU	1	10 pos, composed	1382	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/CLU_cluster/CLU_DYSREGULATION_PATTERN.yaml
CLU_EMOTION_VOLATILITY.yaml	CLU	1	5 pos, composed	564	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_EMOTION_VOLATILITY.yaml
CLU_EXAMPLE_MARKER.yaml	CLU	1	5 pos, desc, composed	1014	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_EXAMPLE_MARKER.yaml
CLU_FLIRTING_DYNAMICS.yaml	CLU	1	10 pos, desc, composed	2108	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_FLIRTING_DYNAMICS.yaml
CLU_FRIENDSHIP_SIGNALING_MARKER.yaml	CLU	1	5 pos, composed	578	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_FRIENDSHIP_SIGNALING_MARKER.yaml
CLU_FUNDRAISING_READINESS.yaml	CLU	1	5 pos, composed	871	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_FUNDRAISING_READINESS Kopie.yaml
CLU_GASLIGHTING_SEQUENCE.yaml	CLU	1	10 pos, 10 neg, desc, composed	1384	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/CLU_GASLIGHTING_SEQUENCE.yaml
CLU_GOALPOST_SHIFT.yaml	CLU	1	5 pos, composed	534	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_GOALPOST_SHIFT.yaml
CLU_HEATED_CONFLICT.yaml	CLU	1	20 pos, 20 neg, desc, composed	1871	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_HEATED_CONFLICT.yaml
CLU_HELD.yaml	CLU	1	70 examples, 6099B	6099	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_HELD.yaml
CLU_HOSTILE_DETACHED.yaml	CLU	1	7 pos, desc, composed	1336	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_HOSTILE_DETACHED.yaml
CLU_INNER_EMPTINESS.yaml	CLU	1	31 pos, desc, composed	2003	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INNER_EMPTINESS.yaml
CLU_INNER_EMPTINESS_MARKER.yaml	CLU	1	6 pos, composed	593	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INNER_EMPTINESS_MARKER.yaml
CLU_INTIMACY_PLAY.yaml	CLU	1	20 pos, 20 neg, desc, composed	1803	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTIMACY_PLAY.yaml
CLU_INTUITION_BIAS.yaml	CLU	1	10 pos, composed	1281	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_BIAS.yaml
CLU_INTUITION_DIGNITY.yaml	CLU	1	10 pos, composed	1285	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_DIGNITY.yaml
CLU_INTUITION_EMERGENT_MISALIGNMENT.yaml	CLU	1	10 pos, composed	1309	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_EMERGENT_MISALIGNMENT.yaml
CLU_INTUITION_GRIEF 2.yaml	CLU	1	5 pos, composed	1183	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_INTUITION_GRIEF 2.yaml
CLU_INTUITION_IRONY.yaml	CLU	1	10 pos, composed	1304	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_IRONY.yaml
CLU_INTUITION_MORALITY.yaml	CLU	1	10 pos, composed	1313	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_MORALITY.yaml
CLU_INTUITION_NARION.yaml	CLU	1	10 pos, composed	1546	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_NARION.yaml
CLU_INTUITION_PARASITIC_PATTERN.yaml	CLU	1	5 pos, composed	805	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_INTUITION_PARASITIC_PATTERN.yaml
CLU_INTUITION_POSITIVE_AFFECT.yaml	CLU	1	12 pos, composed	1788	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/CLU_cluster/CLU_INTUITION_POSITIVE_AFFECT.yaml
CLU_INTUITION_PRESENCE_BINDING 2.yaml	CLU	1	10 pos, composed	1535	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_PRESENCE_BINDING 2.yaml
CLU_INTUITION_PRESENCE_BINDING.yaml	CLU	1	10 pos, composed	1535	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_PRESENCE_BINDING.yaml
CLU_INTUITION_SELF_EFFICACY.yaml	CLU	1	10 pos, 10 neg, composed	1757	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_SELF_EFFICACY.yaml
CLU_INTUITION_SHUTDOWN.yaml	CLU	1	10 pos, 10 neg, composed	1708	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_SHUTDOWN.yaml
CLU_INTUITION_TRUST.yaml	CLU	1	10 pos, composed	1303	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_TRUST.yaml
CLU_KRITIKER.yaml	CLU	1	64 examples, 5871B	5871	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_KRITIKER.yaml
CLU_LL_MISALIGNMENT.yaml	CLU	1	10 pos, composed	1261	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_LL_MISALIGNMENT.yaml
CLU_LL_PROFILE.yaml	CLU	1	10 pos	1588	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_LL_PROFILE.yaml
CLU_LOVER.yaml	CLU	1	70 examples, 6574B	6574	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_LOVER.yaml
CLU_MAXIM_FLOUTING.yaml	CLU	1	5 pos, composed	612	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_MAXIM_FLOUTING.yaml
CLU_MINIMIZATION_LOOP.yaml	CLU	1	10 pos, 10 neg, desc, composed	1322	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/CLU_MINIMIZATION_LOOP.yaml
CLU_MISUNDERSTANDING_PROCESS.yaml	CLU	1	8 pos, desc, composed	1276	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_MISUNDERSTANDING_PROCESS.yaml
CLU_MODE_SWITCH.yaml	CLU	1	5 pos, composed	557	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_MODE_SWITCH.yaml
CLU_NARION_SIGNATURE.yaml	CLU	1	5 pos, composed	907	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_NARION_SIGNATURE.yaml
CLU_NEEDINESS_GUILT_BIND_corrected.yaml	CLU	1	5 pos, composed	1060	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_NEEDINESS_GUILT_BIND_corrected.yaml
CLU_OFFENSIVE_FLIRTING.yaml	CLU	1	10 pos, composed	841	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_OFFENSIVE_FLIRTING.yaml
CLU_OPFER.yaml	CLU	1	64 examples, 5815B	5815	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_OPFER.yaml
CLU_PERSONA.yaml	CLU	1	61 examples, 5872B	5872	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_PERSONA.yaml
